,Net1_NT1,Net2_NT1,Net3_NT1,Net4_NT1,Net5_NT1
459,208.3859,-257.6308,-177.64832,1.285018,47.35425
460,227.54248,-254.31886,-185.35748,-9.117867,29.910183
461,226.65372,-261.14926,-198.05704,-40.17321,22.061283
462,217.91473,-255.89456,-181.69855,-54.60962,11.263042
463,234.65483,-237.65364,-164.28113,-50.60177,-7.8948164
464,234.61404,-217.19437,-168.44531,-47.837616,-23.38021
465,181.18353,-200.3604,-150.22464,-45.408985,-32.72203
466,112.83624,-163.84586,-110.75799,-43.871346,-9.300292
467,64.81793,-113.65842,-81.01223,-36.12904,31.136616
468,45.620514,-95.789116,-72.395454,-27.105797,26.65451
469,45.127,-107.18837,-81.12849,-39.060566,-3.7661352
470,49.294342,-104.94006,-83.01055,-55.770245,-13.950956
471,44.681015,-81.17921,-69.90664,-54.003525,-14.335298
472,17.450165,-65.47736,-55.821587,-48.770027,-15.490839
473,-19.07846,-60.066196,-39.012985,-37.965153,-10.59979
474,-44.948914,-37.689014,-30.689415,-28.00286,-19.09702
475,-71.28299,-5.4807024,-31.060455,-30.643797,-29.276463
476,-102.89661,18.378754,-41.76191,-31.686213,-5.0473895
477,-136.2308,43.67849,-50.200447,-26.786522,13.93865
478,-161.91537,61.3698,-33.80243,-21.959478,4.7074184
479,-197.81088,68.84747,-20.496933,-23.840324,-3.353528
480,-250.15784,88.34546,-29.593307,-30.537205,-7.8725247
481,-256.65872,108.353775,-49.205833,-26.246906,-18.707561
482,-249.34021,123.94577,-58.824837,-25.417831,-46.810307
483,-291.1444,143.2139,-30.12481,-36.48412,-76.25174
484,-322.2384,136.81606,-3.7554855,-41.045334,-76.741425
485,-336.84216,123.95216,-12.8203125,-38.961914,-62.27187
486,-368.2044,125.744675,-14.07325,-30.530231,-56.004635
487,-347.08783,102.20942,-19.297905,-21.881681,-55.05068
488,-299.10443,69.695724,-37.308502,-30.509134,-57.381466
489,-294.02917,71.47188,-33.137077,-32.37531,-60.513935
490,-290.46173,79.64393,-22.85167,-16.098473,-45.5127
491,-273.16785,56.13075,-31.759476,-9.257394,-16.93154
492,-285.5431,39.49951,-23.004501,-20.088657,-16.468925
493,-299.98553,52.20148,0.5434494,-29.208935,-25.031544
494,-311.46014,64.67551,5.786522,-28.76063,-24.951244
495,-335.53442,64.408005,-13.892052,-36.79259,-43.42632
496,-334.7201,54.545563,-42.113815,-44.9089,-48.405926
497,-319.85052,35.63344,-59.757484,-33.70721,-21.643085
498,-324.85052,26.887096,-61.80239,-22.952347,-3.6002283
499,-345.70416,40.96008,-48.230095,-23.276318,-1.3463783
500,-359.03467,52.56631,-31.910416,-19.535645,6.780382
501,-367.31512,49.547325,-24.471512,-18.781982,9.56115
502,-380.97583,43.911777,-29.437355,-27.026497,-17.09855
503,-382.0069,39.1858,-42.944542,-30.437634,-40.621986
504,-381.5042,40.999653,-23.237442,-20.117348,-24.596453
505,-402.398,51.40701,8.410965,-8.69375,-2.5374374
506,-425.16736,59.788914,-6.174347,-5.5813093,-1.451807
507,-431.27722,63.03079,-21.96125,-4.2133703,-3.7719965
508,-422.8567,79.6196,-27.919151,-2.921134,4.0405865
509,-405.64526,78.995865,-61.069725,-18.550915,-3.9192047
510,-388.22522,34.699287,-72.81275,-34.006416,-27.323586
511,-395.53113,18.499088,-45.994698,-13.136396,-30.56569
512,-397.79858,45.355686,-57.416023,9.219523,-6.387267
513,-360.54767,52.225773,-96.26975,-5.252342,10.85935
514,-324.15308,50.14203,-91.706184,-22.952948,-5.6192217
515,-301.83582,38.599575,-71.95121,-23.822243,-22.634457
516,-274.12775,26.173504,-59.460167,-22.744957,-11.158868
517,-239.40857,40.73781,-54.356453,-17.32277,-7.4789076
518,-215.72644,59.791462,-72.195015,-8.676525,-19.62918
519,-216.34274,56.872707,-78.011116,-16.962833,-37.6916
520,-206.14926,47.240498,-89.02859,-28.093227,-35.2511
521,-208.90726,72.78147,-118.575935,-10.354617,2.3428097
522,-247.86655,115.867294,-114.56786,11.176969,21.617283
523,-246.66977,109.96149,-89.1285,8.070342,2.6499538
524,-220.94171,76.31458,-81.225975,6.2295675,-5.06812
525,-254.41385,83.75796,-95.210884,-4.0793514,-7.3351912
526,-297.66522,114.973854,-116.51327,-23.520264,-28.953724
527,-302.61597,111.46415,-125.04505,-11.795156,-41.70015
528,-322.39685,102.35644,-129.26453,10.180734,-28.40575
529,-338.80743,109.944916,-132.40231,12.943547,-12.884841
530,-329.32367,112.43794,-117.8381,17.42229,-14.143341
531,-321.42114,119.021805,-113.003685,14.476405,-18.071247
532,-301.1494,136.69742,-145.52673,1.3124418,-18.938448
533,-258.31332,154.89928,-169.39673,5.0133867,-32.350193
534,-214.07083,161.83868,-153.63705,11.300702,-43.85623
535,-178.7804,160.667,-127.15708,4.994849,-41.056477
536,-158.03006,176.67403,-114.8845,5.3276396,-33.897156
537,-134.88712,199.10684,-125.28727,19.019428,-24.686499
538,-112.33588,204.59119,-148.2569,30.02312,-19.955334
539,-95.07147,203.01115,-166.17783,20.6549,-20.184687
540,-67.46802,203.76768,-169.7286,-1.1503296,-14.167652
541,-43.126465,204.01984,-147.81473,-12.283387,-8.926807
542,-16.81549,203.46584,-132.71777,-21.537169,-17.35548
543,26.47316,221.19917,-153.48792,-35.134193,-27.405315
544,41.6819,247.23528,-171.98993,-46.516964,-18.250193
545,49.365738,240.31747,-164.5487,-51.585663,-1.2689924
546,95.06146,206.19505,-154.35599,-41.37742,1.4679031
547,140.55997,184.94632,-140.4813,-39.43189,-8.011957
548,152.46385,168.03024,-119.070335,-52.57831,-15.637169
549,149.13199,162.0688,-123.04922,-65.13213,-1.9025116
550,140.36359,189.13503,-153.2391,-85.86843,10.716141
551,133.23912,214.26013,-160.5463,-100.82267,-1.0444317
552,130.38322,214.53111,-133.95724,-91.42597,-2.364809
553,116.05672,239.25548,-108.76891,-76.17389,18.555557
554,109.732285,287.57886,-103.57995,-58.874405,23.785664
555,135.38324,297.48514,-100.705605,-52.64304,8.2493515
556,151.32103,288.25412,-82.3948,-64.47198,-1.0369034
557,160.46213,298.74362,-75.45837,-68.724625,-8.312627
558,185.65244,301.60095,-78.03402,-53.911358,-27.835072
559,189.41351,300.22516,-47.82528,-43.17152,-44.45851
560,189.10983,308.85913,-21.63527,-50.43548,-58.84332
561,222.41986,307.15775,-52.250984,-57.41277,-71.67745
562,231.15683,314.51355,-66.14129,-47.643337,-72.52425
563,202.33621,336.3702,-32.403946,-39.109776,-71.1255
564,201.34613,327.21866,-1.337738,-44.64009,-71.26916
565,209.56693,307.14166,19.434757,-43.751213,-68.268036
566,204.9922,312.49985,27.202152,-24.01366,-57.900738
567,222.69354,318.9501,8.694351,-9.9207325,-46.5944
568,247.39578,318.1237,-0.84586334,-5.736967,-54.044323
569,255.00473,324.5292,7.469139,-6.519788,-74.27223
570,285.00024,312.71732,-1.7541046,-22.593784,-79.461395
571,332.11414,290.49246,-18.1511,-40.898182,-62.09991
572,333.04437,313.56293,-30.69915,-57.806454,-59.588615
573,297.4981,348.0568,-42.099625,-79.83662,-79.25551
574,282.87692,355.09323,-41.571655,-77.773735,-88.63312
575,270.48083,384.09427,-43.608658,-55.78274,-87.12785
576,265.3525,394.01337,-47.523827,-50.002934,-89.423904
577,295.59335,336.62216,-36.60932,-66.33212,-93.252884
578,302.02725,310.2202,-12.450867,-69.72223,-89.58618
579,276.25806,332.79803,8.563217,-43.661438,-91.07164
580,282.6349,317.2125,-5.765236,-25.817444,-102.12433
581,283.0134,291.7445,-23.582962,-33.699745,-91.42491
582,265.0753,289.51862,-7.5137634,-29.416615,-53.556744
583,282.26218,283.43375,4.1373367,-15.866584,-30.491003
584,297.60733,301.19183,-3.1930237,-18.748245,-38.2381
585,283.0806,334.78906,-1.203598,-16.294758,-54.670925
586,311.3944,317.93542,6.3466263,-4.4891443,-60.82647
587,369.63965,285.24197,26.567204,-11.552555,-64.37015
588,373.06476,305.78537,51.823772,-20.807037,-69.05753
589,350.84216,341.22644,53.072266,-3.9645872,-60.162285
590,341.50317,338.3131,60.869667,15.125306,-50.19608
591,331.838,320.63458,83.001305,6.115926,-60.498394
592,346.90613,303.16888,69.05498,-14.081796,-73.84073
593,385.76062,281.23483,43.00344,-23.293682,-76.93318
594,414.1523,267.10965,54.48488,-20.824862,-82.71306
595,427.78482,266.82068,58.028084,-13.205896,-80.614
596,422.67694,265.3142,24.187965,-10.566912,-56.39833
597,416.79053,249.40175,18.913002,-9.65873,-43.50707
598,424.0252,230.2224,53.051823,-2.8541212,-57.449364
599,439.53247,225.07674,45.00653,4.723117,-58.752907
600,457.70032,212.05577,3.5913467,8.040141,-36.934654
601,460.90186,193.72847,-7.27549,10.842853,-15.971596
602,457.7624,197.50421,15.505363,22.947163,-16.747
603,456.86133,200.78017,25.441399,34.794254,-30.02969
604,458.22797,190.67693,2.97538,34.42572,-27.562763
605,479.87952,183.69263,-21.480232,37.695484,-20.90366
606,516.49115,181.51695,-32.566086,38.554806,-18.630402
607,530.9099,172.58134,-35.492134,30.75388,-10.799166
608,509.0562,160.47507,-39.346024,22.651752,-25.321226
609,502.60483,168.0673,-59.473854,7.058257,-58.805065
610,540.7674,171.54626,-72.40353,-11.392492,-65.20874
611,544.7307,153.94398,-64.5962,-14.368053,-52.19764
612,503.7705,140.81001,-61.484215,-14.669516,-49.308674
613,496.24,142.65428,-45.08197,-13.323164,-49.25546
614,509.8037,150.05946,-13.2055435,5.227542,-52.15511
615,498.04785,149.43718,-12.510323,25.132706,-66.96582
616,492.39075,134.78587,-20.441597,35.496387,-73.388916
617,514.932,111.042656,-14.761185,43.928337,-62.807518
618,527.92267,87.95074,-19.697609,34.273502,-59.652893
619,532.1218,70.06702,-25.254707,14.907163,-66.36127
620,539.4075,69.1479,-23.55159,10.428702,-73.439224
621,552.9647,60.11192,-27.18686,-1.0510778,-78.457
622,576.19116,24.913502,-17.829086,-18.262102,-63.987995
623,589.04254,1.6194134,-5.2901917,-10.85351,-33.133316
624,582.9193,-8.652461,1.7717667,13.390319,-18.229538
625,569.1471,-11.57657,3.909195,30.622345,-17.727386
626,577.8591,-1.5467529,-19.502663,24.155174,-2.0603828
627,613.4114,-1.8142643,-42.195747,15.1581335,6.980894
628,622.0996,-10.642299,-48.974205,20.518246,-19.415358
629,591.6898,-5.50068,-57.78173,18.896446,-29.514603
630,588.1925,-0.70770645,-64.44244,11.032889,-5.395704
631,608.03644,14.590486,-67.92776,9.955501,-15.475372
632,620.458,29.030006,-73.28306,12.014743,-47.121967
633,652.866,-2.1200256,-65.75297,21.406395,-27.092983
634,671.2344,-23.627144,-40.422707,40.107517,8.115934
635,634.03625,7.9324656,-21.432579,40.113182,2.8909273
636,609.13464,13.293107,-25.573769,11.886916,-20.203365
637,608.0969,12.168344,-39.292595,-4.9277487,-20.502491
638,602.07947,35.935307,-59.40873,4.77929,-5.409034
639,602.44434,42.896484,-59.45565,-1.3036146,-21.69188
640,602.62714,28.345768,-49.786003,-25.577059,-48.985382
641,587.8716,16.80642,-48.776176,-17.2835,-44.051914
642,561.7075,24.655647,-33.01954,15.548404,-43.468277
643,539.85693,29.46674,-19.420982,15.380109,-57.26045
644,549.25037,-1.4848051,-42.850998,-9.542966,-49.41189
645,569.00854,-33.844296,-67.289696,-10.446239,-35.95763
646,562.56396,-27.208565,-59.900795,-4.6936913,-39.081985
647,546.20276,-13.970625,-43.38749,-5.627845,-40.228374
648,542.9751,-21.681438,-42.27559,4.972743,-27.790646
649,558.905,-15.454473,-58.117928,14.334521,-20.935879
650,584.66833,0.19303131,-71.17487,16.625576,-25.960213
651,597.7916,-20.919228,-71.8682,19.570496,-20.001198
652,586.9143,-39.488274,-58.79882,15.007157,-3.4337797
653,583.94055,-22.11864,-30.669273,21.761074,-1.7733746
654,594.9883,-6.4953146,1.7201004,59.26917,-10.827625
655,592.2258,-3.8086867,24.595161,91.52339,-1.7098646
656,603.6619,-13.187135,9.755447,89.76728,-0.8936939
657,627.5436,-37.480644,-23.904762,82.07737,-27.477917
658,623.99146,-46.30608,-23.094803,87.77188,-45.193676
659,625.55054,-53.21719,-27.624863,77.73409,-29.37205
660,642.2382,-81.73386,-55.718346,41.228943,4.818922
661,625.5669,-82.72324,-69.069496,14.99805,18.603077
662,590.4274,-43.51456,-75.15771,17.504055,2.027892
663,567.39746,-21.794374,-80.96775,22.577396,-6.854027
664,543.1133,-27.149757,-60.437157,16.09269,-5.411648
665,520.1518,-40.50622,-29.797256,12.647132,-9.782975
666,507.19952,-47.000862,-25.691055,26.151295,-13.240509
667,513.28,-43.610153,-43.137917,44.220715,-37.031994
668,518.2649,-48.59631,-46.66488,43.05362,-66.95627
669,511.01788,-62.62759,-42.23948,35.669018,-65.71564
670,506.7583,-55.049797,-50.31913,42.914745,-46.24609
671,491.01227,-46.477215,-52.73266,49.140705,-29.60771
672,475.9073,-79.05555,-50.163048,41.52147,-22.163017
673,519.93616,-136.52483,-79.61874,19.795494,-11.789245
674,554.3413,-151.73253,-105.5185,7.5902987,-0.33369732
675,515.60486,-127.40838,-83.77445,12.544375,-24.591288
676,526.26074,-114.29525,-74.524254,19.362656,-54.029064
677,585.98254,-106.201454,-90.96252,28.789879,-44.60918
678,593.3093,-114.528915,-84.83477,34.193985,-25.710342
679,583.2285,-122.42242,-66.80088,37.819183,-9.945166
680,571.7578,-101.21586,-78.43188,56.278904,2.1391525
681,555.71564,-84.94975,-90.53466,66.94896,-8.45109
682,552.0861,-86.045845,-91.68195,53.722485,-35.110046
683,520.31934,-76.28243,-106.98841,44.525448,-50.498417
684,471.41705,-55.45284,-95.99709,42.032692,-37.951767
685,456.27954,-43.602295,-50.200676,29.370739,-18.863935
686,477.82648,-51.760487,-55.48893,-0.20818996,-10.023113
687,518.00323,-68.680336,-76.16068,-15.979643,-9.763866
688,546.53125,-82.31244,-34.414497,4.6765356,-17.774374
689,534.5691,-88.93838,-15.210518,21.675278,-15.994211
690,506.55988,-85.531746,-38.09397,26.750027,-14.796476
691,514.755,-88.814644,-38.87171,31.749584,-26.883923
692,536.11926,-93.65232,-30.506218,25.656971,-28.72348
693,540.89746,-104.840195,-39.417862,31.205364,-14.141972
694,550.4072,-127.49546,-44.08869,51.165096,-5.558002
695,562.951,-144.91084,-37.6062,51.41972,-8.082142
696,578.35986,-170.69438,-36.465225,43.374428,-29.886997
697,602.1664,-190.46393,-62.196815,42.081676,-61.1826
698,595.3431,-165.14888,-77.806694,51.59168,-70.994354
699,552.78876,-133.50865,-44.519035,76.6704,-51.076927
700,523.25916,-138.7611,-20.520561,85.67434,-21.992134
701,501.82025,-155.84084,-15.59848,68.89515,-19.183529
702,479.51614,-164.78664,-7.774315,52.568462,-21.788965
703,478.78625,-167.20445,-19.885063,35.093502,6.7614517
704,486.5938,-155.26727,-26.835426,38.0528,29.984272
705,504.86636,-141.98839,-7.1304092,71.3369,32.6243
706,529.1222,-142.68704,1.1653061,84.1815,54.468693
707,519.4531,-130.96349,-2.1861954,89.582214,78.74919
708,499.22937,-119.61271,0.27583313,101.76168,79.7988
709,477.43396,-116.398796,13.049889,98.452225,74.39247
710,443.815,-102.690186,19.768482,94.76767,71.19595
711,444.06836,-105.10816,0.87841034,88.72951,55.418095
712,477.76083,-132.06651,-27.57225,71.82718,31.117764
713,462.66614,-144.35693,-32.43495,55.391026,14.176163
714,413.3585,-128.94464,-26.60759,49.47064,3.5401115
715,413.38202,-113.86436,-36.8319,56.385532,-7.7881455
716,436.08945,-121.32445,-51.56585,62.27606,-14.892941
717,426.92535,-125.87396,-61.368416,73.96897,-10.437659
718,435.8534,-121.25231,-65.791756,86.09937,-1.5989552
719,487.38104,-118.942894,-69.98495,68.66597,-6.059892
720,512.65576,-113.099075,-59.43766,52.027927,-10.253584
721,479.3543,-114.695015,-13.067291,57.04822,2.8880873
722,453.29932,-119.17547,27.187397,50.820316,11.532089
723,467.5079,-119.16619,38.68409,42.33148,12.1615715
724,481.47348,-126.25854,45.7786,49.822308,15.223207
725,484.83148,-130.66907,50.764977,58.647083,8.280113
726,462.36566,-130.42429,63.183907,74.96444,4.5971756
727,420.01923,-132.45665,72.828255,94.199036,16.152966
728,410.36658,-117.505165,47.504158,97.895134,36.145267
729,420.9788,-106.00887,15.897472,92.2764,47.131096
730,426.44525,-123.40858,-5.674774,83.67802,33.37455
731,441.11096,-131.9116,-23.932022,67.581245,4.9890785
732,433.49286,-119.60871,-28.227089,53.812977,-23.664192
733,418.61127,-117.712326,-25.34874,51.293736,-27.413864
734,449.31512,-135.59431,-22.298233,53.36527,2.6322937
735,474.17697,-146.21724,0.6576233,51.601444,6.5124207
736,458.1567,-138.99796,6.662285,35.188263,-15.818103
737,441.78375,-133.64711,-17.120163,21.615784,-0.29424953
738,443.62854,-147.46425,-22.226738,27.011242,34.735405
739,464.65228,-173.43387,-35.6653,27.294117,28.369331
740,471.34402,-171.94994,-58.885857,18.325127,-14.622396
741,468.2473,-153.47458,-35.78926,20.320503,-40.171005
742,488.8028,-165.95302,-7.0314636,33.834736,-28.531889
743,483.01614,-177.94116,-3.2022247,50.9575,-15.29307
744,433.12384,-173.47523,1.6642685,45.443607,-27.083614
745,408.0755,-175.6173,-1.3460236,17.356419,-49.24095
746,432.19308,-169.72444,-20.624985,16.678791,-59.893867
747,446.29904,-159.19359,-31.781815,43.25624,-43.47366
748,427.44775,-154.03021,-24.751625,48.007534,-7.7420397
749,417.01508,-141.8525,-11.510712,45.485626,-2.1542463
750,406.9525,-139.57773,-7.363838,55.833935,-15.645056
751,388.0876,-137.60324,7.212372,60.97031,-1.8362103
752,381.05975,-114.43236,39.513725,71.441505,27.794884
753,381.31415,-116.86665,54.739853,80.470055,45.75453
754,376.00854,-141.498,51.557068,64.53851,59.99731
755,370.36084,-122.5532,56.10051,55.422672,73.281494
756,389.1692,-98.34712,55.72222,75.596886,67.601425
757,437.08792,-105.8013,49.71827,89.786095,42.780754
758,474.94934,-114.45611,40.687687,75.37354,30.717644
759,476.26743,-110.97644,35.19164,77.15883,43.794495
760,455.29156,-78.265915,44.045776,92.76011,51.009098
761,446.66895,-41.0852,58.0851,79.289696,41.703674
762,481.84106,-59.97839,55.245808,66.68521,26.32204
763,498.42282,-98.18634,49.425354,72.28619,10.816765
764,466.39493,-103.525345,51.387672,57.51903,19.402008
765,433.05048,-110.684364,38.239265,36.332584,40.220524
766,394.51932,-126.23578,23.74517,52.781605,32.31605
767,366.6111,-119.35798,35.544796,82.30247,5.3208447
768,374.7239,-121.72541,35.177616,76.81913,-5.2704964
769,377.79596,-151.76376,18.565216,46.133877,7.164215
770,377.16718,-164.83713,24.054737,35.790554,16.53715
771,393.22168,-159.45149,29.072517,39.731174,-4.1766763
772,407.0352,-173.05432,44.083977,29.91415,-16.739357
773,399.04956,-170.00525,90.98809,34.472176,2.577733
774,378.12567,-152.29675,93.05483,37.586212,0.5023422
775,390.88742,-178.44077,53.81861,7.385064,-11.307581
