,Net1_NT1,Net2_NT1,Net3_NT1,Net4_NT1,Net5_NT1
420,-215.13477,161.23643,-111.86054,-39.28724,-12.876069
421,-146.61288,165.96971,-116.78213,-45.647476,-11.943813
422,-49.20578,172.93306,-113.778725,-63.961906,-9.787552
423,54.737534,174.8056,-104.7667,-67.80534,7.9687214
424,128.31778,150.19543,-103.71761,-58.03362,21.732815
425,143.57947,120.927826,-91.7922,-58.589085,25.707497
426,110.00139,105.57562,-81.909874,-68.02722,21.039787
427,82.20245,84.9381,-93.51939,-72.72399,4.0085907
428,63.99237,65.12521,-134.86755,-66.64875,-12.539672
429,-20.242676,53.4753,-168.88742,-56.408726,-20.721436
430,-151.26025,52.63858,-154.47913,-41.013565,-19.424622
431,-245.32904,48.361065,-141.62863,-12.587298,-10.784938
432,-314.54498,5.0751753,-144.27493,13.227046,-1.505539
433,-410.37122,-35.61318,-119.51418,33.54142,-3.582223
434,-520.8446,-44.548466,-112.88291,64.05369,-5.0275726
435,-593.21326,-76.44928,-137.0585,90.19281,2.937458
436,-625.96497,-119.09601,-143.97559,94.410065,1.7523546
437,-681.30804,-135.44395,-161.53485,87.86488,2.4095516
438,-761.12067,-146.04297,-204.65207,81.44293,11.978294
439,-782.78735,-153.79817,-225.50159,82.80825,18.648964
440,-746.95386,-167.0273,-216.80954,87.811516,30.474457
441,-734.1201,-179.38821,-209.97998,88.74064,31.641453
442,-736.15314,-184.00594,-211.29343,82.73193,6.7265587
443,-697.9827,-200.44334,-216.52164,67.99917,-7.9526234
444,-621.27,-219.75928,-234.15225,54.61626,3.4536715
445,-538.92236,-235.77211,-231.43985,55.1402,7.07485
446,-470.1825,-246.7832,-189.39319,57.22224,4.497257
447,-369.8239,-261.91782,-177.00824,48.90186,28.318409
448,-235.18256,-304.7368,-204.47723,36.7952,58.950245
449,-147.38217,-338.04807,-206.7211,27.608414,68.71991
450,-93.10956,-338.6592,-181.65356,25.209133,84.161285
451,-28.108887,-328.3784,-172.9448,29.623703,107.16554
452,24.091217,-313.59882,-194.7128,29.132305,112.43878
453,61.99034,-315.13507,-210.41824,20.045883,105.26312
454,106.6882,-334.8499,-197.06802,16.518501,90.24776
455,153.37875,-343.1061,-193.44232,6.221572,69.52823
456,193.62033,-343.20447,-218.22891,-16.4326,69.90863
457,212.28632,-334.13626,-223.19736,-26.301819,75.36725
458,205.92929,-296.9966,-197.25693,-14.592248,64.68898
