,Net1_M1,Net2_M1,Net3_M1,Net4_M1,Net5_M1
473,-183.69446,455.2422,-11.379768,-73.33821,-31.402122
474,-249.98944,492.778,-3.560234,-60.900986,4.235483
475,-312.47827,527.963,38.574654,-51.04449,15.622971
476,-361.44537,546.63513,53.88127,-39.77732,14.738726
477,-407.63855,550.71826,40.679047,-41.163666,4.257723
478,-424.6255,544.95496,26.773136,-59.616467,4.608444
479,-413.95807,536.0646,-0.97830963,-63.779076,18.258602
480,-414.4248,526.18866,-30.018578,-53.349155,16.019869
481,-415.03046,518.42365,-44.732376,-79.39109,4.8266697
482,-410.25598,509.07944,-67.07685,-111.37671,8.894409
483,-427.4867,498.20407,-90.28704,-107.9833,10.745018
484,-462.47278,500.99643,-81.27769,-103.46189,0.37333393
485,-484.08795,496.03925,-61.6211,-120.35462,-2.277481
486,-474.41162,484.2048,-75.06217,-128.71399,5.0224113
487,-464.08112,482.69046,-103.43064,-125.99733,10.508087
488,-473.85834,466.9645,-102.9647,-127.850494,8.397644
489,-472.4964,441.1544,-85.53356,-128.61282,-4.3862677
490,-452.0016,441.2112,-82.42194,-132.40547,-21.192907
491,-447.91937,438.66354,-87.50393,-134.77274,-33.21059
492,-472.40924,410.9263,-81.10073,-131.6505,-28.556017
493,-493.8905,390.882,-80.10868,-138.92502,-13.117885
494,-519.9266,388.18268,-84.28687,-144.25783,-18.819046
495,-563.80396,370.50546,-57.18882,-139.80817,-35.624687
496,-587.08813,340.30124,-32.299965,-130.56497,-37.550137
497,-578.388,336.0388,-38.713448,-106.416595,-32.163563
498,-590.80634,333.39948,-38.093674,-87.814125,-37.186928
499,-631.424,305.4463,-36.90126,-92.38721,-48.190483
500,-655.48517,300.04117,-40.514046,-101.03679,-48.632732
501,-659.69104,311.23114,-26.590553,-107.004585,-44.33985
502,-676.3478,301.68265,-26.528069,-110.82887,-48.266457
503,-709.1823,303.37778,-44.784157,-106.95593,-50.732117
504,-720.085,319.30383,-44.795784,-96.56705,-52.482197
505,-695.9602,296.56168,-49.899803,-102.43589,-55.27051
506,-662.20074,241.58527,-69.44529,-123.19902,-48.814365
507,-635.72797,214.48595,-68.74665,-121.769005,-23.66444
508,-618.7106,208.73839,-59.624214,-102.227425,9.9062805
509,-596.38403,183.39195,-72.711525,-94.40745,38.66504
510,-591.48883,159.76228,-79.996284,-87.08666,55.824818
511,-594.84625,160.82204,-61.284935,-78.5255,37.995342
512,-558.0486,156.66597,-80.02744,-86.29775,-1.8766775
513,-532.2661,146.85728,-126.478676,-102.18852,-18.79715
514,-537.6449,151.28346,-119.74334,-104.41527,-25.116962
515,-518.8821,136.65706,-94.7956,-105.06162,-40.497887
516,-523.6093,95.17833,-84.01264,-118.22225,-39.79886
517,-536.2572,70.20679,-69.458916,-118.23258,-22.319862
518,-523.53876,79.95746,-48.76774,-100.34435,-5.409325
519,-531.48303,88.0453,-43.48391,-101.60536,1.7028179
520,-517.62823,69.94953,-73.98771,-112.51604,11.104174
521,-474.5902,54.548206,-107.73254,-102.7125,40.03015
522,-480.52698,58.90716,-100.86947,-81.97634,57.31238
523,-504.65155,73.54593,-78.66134,-68.39757,32.537636
524,-505.5136,78.76431,-72.60009,-59.35084,4.5246277
525,-498.4303,50.789288,-88.055916,-61.444386,-9.884783
526,-488.33795,8.108508,-99.730446,-68.94607,-31.49064
527,-498.93817,-18.97116,-67.00655,-50.489227,-50.337337
528,-506.224,-33.77353,-48.876274,-32.74953,-51.237225
529,-473.7859,-29.891155,-102.47707,-55.335094,-33.55877
530,-446.07233,-16.860065,-150.25128,-68.11014,-8.403432
531,-433.03528,-24.486477,-138.32617,-55.107174,-9.081292
532,-393.64923,-35.102974,-125.02183,-54.240067,-32.587555
533,-361.213,-31.950378,-126.65342,-41.913864,-44.237766
534,-367.26947,-15.131387,-118.22834,-30.874214,-62.553997
535,-344.90784,-2.6321077,-127.09437,-45.278976,-64.07457
536,-282.27124,-9.408099,-155.43073,-42.909645,-30.098703
537,-245.92755,-24.258965,-170.67673,-39.908855,-22.217503
538,-224.87256,-24.85397,-176.64114,-63.766953,-34.737297
539,-181.70331,-16.151855,-176.1163,-72.49475,-30.11358
540,-160.78247,11.182954,-149.77563,-71.47196,-25.291355
541,-171.71118,53.971706,-129.47964,-90.29286,-35.99053
542,-146.66443,65.11173,-126.65455,-94.74517,-46.224266
543,-75.144165,34.455437,-124.40502,-99.17893,-42.05654
544,-17.507355,14.424743,-138.0416,-136.9799,-50.902443
545,12.052368,11.987136,-150.72144,-157.54723,-71.82745
546,30.543945,8.042129,-112.08718,-133.48293,-60.35527
547,33.93068,20.9688,-68.35078,-104.42096,-32.35945
548,30.782974,52.12504,-64.354744,-98.88419,-24.392353
549,55.168762,74.84822,-69.52769,-115.954384,-19.5534
550,90.175156,97.79947,-65.01119,-125.01171,-26.413208
551,95.59758,113.59341,-69.13793,-118.47307,-47.251865
552,80.65004,119.36062,-75.92681,-120.58123,-26.599468
553,77.469574,146.14326,-52.591606,-120.27717,10.105259
554,108.00743,174.34895,-38.026253,-109.18574,-1.7929125
555,166.43536,161.51904,-59.915154,-106.17134,-23.44414
556,199.76242,141.16107,-44.07058,-103.25218,-18.561796
557,198.67033,135.8416,-9.180191,-87.874825,-12.136328
558,210.20114,125.36354,-28.623795,-78.53033,-15.941376
559,232.22038,122.36786,-52.49357,-84.80394,-32.181095
560,239.9139,127.64496,-50.210594,-102.37966,-47.2042
561,250.86609,118.79372,-53.128273,-119.07317,-41.030384
562,258.8487,108.905,-59.337395,-113.30996,-35.120758
563,238.18027,99.699684,-34.276566,-102.64849,-58.913715
564,210.49812,100.12705,10.30381,-110.339066,-90.002014
565,208.89862,109.28322,11.971458,-114.0156,-101.05936
566,203.0678,120.96066,-11.436523,-111.23012,-100.41594
567,188.78435,149.63194,-9.30452,-121.8392,-115.83212
568,215.59282,160.44547,-2.2353745,-132.6066,-140.35077
569,264.13153,136.81631,-9.117813,-125.10652,-134.20044
570,271.182,131.58261,-4.1130447,-112.15015,-119.4176
571,233.55519,148.162,22.099918,-99.882774,-110.331955
572,207.79163,140.79623,44.694622,-87.563614,-99.93515
573,217.15799,124.41867,38.450153,-88.246,-108.35661
574,234.94499,130.76947,-4.0011826,-102.1704,-125.1803
575,247.54596,124.619095,-47.813667,-104.33239,-110.78003
576,244.16066,95.480705,-31.045258,-88.105515,-81.99457
577,240.8701,85.7281,10.858711,-76.41301,-64.953064
578,270.3433,80.66173,23.374252,-84.59057,-66.72011
579,314.23004,64.87721,11.365326,-95.06124,-74.45886
580,335.9192,69.4145,1.9365692,-87.34745,-69.12808
581,333.01227,87.33455,24.18053,-69.37272,-64.67403
582,326.46265,92.31105,45.376175,-71.57837,-76.256516
583,353.91052,92.63194,-1.5297775,-98.80662,-90.75992
584,421.4378,93.8589,-59.80062,-108.19368,-85.73308
585,459.53058,87.97456,-46.945602,-82.338936,-74.85178
586,435.12122,87.56541,-13.703506,-66.14873,-73.69493
587,419.13586,111.163895,-30.064934,-66.15783,-70.98224
588,435.72995,139.07083,-41.185944,-54.43578,-70.18663
589,431.5197,138.02165,-28.64656,-56.20529,-83.333405
590,416.7652,130.94247,-51.912514,-72.256874,-98.72441
591,451.88116,137.9003,-80.39161,-66.208046,-90.45909
592,515.4252,126.57497,-70.90438,-53.249763,-75.97455
593,544.9261,101.06177,-47.983612,-36.954273,-82.77771
594,545.2783,90.05748,-28.319656,-20.276905,-91.87851
595,556.2442,80.81064,-28.859688,-27.983803,-84.60394
596,557.00574,80.11772,-32.296494,-32.224735,-86.23476
597,541.6975,93.13115,-3.0647888,-24.110828,-91.12045
598,526.9342,92.35303,18.23951,-19.845407,-66.32842
599,495.78162,78.691246,22.4169,-10.012661,-40.67562
600,486.08203,60.878223,43.29274,-8.438074,-36.754044
601,523.68384,48.182617,49.828575,-15.567986,-25.587095
602,545.916,52.53281,28.79359,-4.2865725,-13.055073
603,556.9573,46.061394,11.994324,14.204587,-28.564499
604,579.97205,32.58103,-1.2127075,22.005371,-31.636402
605,600.0041,14.800836,-16.804321,17.75177,-0.96427536
606,588.42664,7.4438972,-9.500992,16.42223,7.555828
607,554.5044,40.36314,15.969711,25.884659,1.3076067
608,547.5426,71.892136,15.412468,31.37503,-1.7995911
609,581.8437,60.016605,-0.32112885,20.968182,-20.709806
610,593.99634,54.896862,2.89991,6.03316,-26.592041
611,570.4636,68.831215,16.164654,9.656793,-29.487494
612,558.26794,65.81301,22.240108,18.494396,-54.28935
613,569.71954,43.685894,34.717495,3.821494,-68.71484
614,580.88824,21.155815,46.381886,-10.649282,-68.93814
615,598.89557,4.865077,29.426949,-3.1780567,-57.460266
616,627.3966,-10.972463,6.8366623,11.467355,-49.267372
617,615.5294,-10.266311,10.042625,14.358228,-53.53473
618,586.66235,-0.5084915,6.7971115,-2.4863167,-40.43094
619,597.9847,-6.031147,-15.191818,-8.155449,-11.114035
620,615.3943,-26.391632,-16.562553,3.3907175,1.1026363
621,596.1011,-26.52715,0.0525589,0.26545238,-15.98468
622,573.35626,0.03387785,10.231644,-9.126774,-44.130753
623,554.14246,21.210594,4.7848816,-6.5347586,-62.50645
624,534.31836,24.518646,2.854515,9.455916,-73.39221
625,540.9878,11.840758,24.052578,35.4646,-61.85204
626,553.3348,-8.690852,48.84504,38.429398,-57.066174
627,564.9219,-23.227535,35.284843,17.635204,-71.813095
628,607.65576,-41.281418,-7.148796,5.4032393,-56.153446
629,654.8897,-65.48299,-29.944725,-2.410016,-42.148895
630,672.1852,-73.60763,-33.08731,2.5630198,-67.471954
631,657.6277,-59.93774,-45.825058,31.728699,-72.44631
632,631.6574,-44.16307,-47.94172,56.76858,-54.12473
633,641.8756,-64.84569,-39.667465,58.476048,-54.630524
634,661.4584,-110.3544,-59.392494,50.94145,-57.20616
635,658.6053,-132.67256,-86.2918,48.671062,-52.2444
636,669.1934,-134.30438,-90.426765,44.91498,-42.79121
637,679.4733,-125.21882,-100.31855,33.26607,-18.822468
638,664.45996,-102.79151,-117.71703,14.702752,-19.633171
639,667.19995,-104.44369,-92.01093,-2.4721127,-54.065205
640,668.54285,-115.53524,-44.806084,3.3180685,-59.118362
641,639.3069,-99.2912,-23.138527,21.91875,-44.52443
642,644.9094,-113.319756,-16.048042,15.6568575,-52.35946
643,656.56323,-148.8625,4.7390747,2.3989325,-54.534542
644,615.5757,-127.34313,22.404995,14.071799,-35.422184
645,579.567,-73.2944,18.444084,20.889175,-22.86559
646,580.5678,-62.66152,18.35344,20.926773,-31.417946
647,579.86725,-78.56434,19.521698,46.922253,-46.186825
648,550.2237,-56.76413,8.337364,84.10835,-33.877174
649,511.8652,-20.006817,5.9117813,107.846,-0.6428642
650,541.6335,-38.49337,-8.278244,112.55052,12.318108
651,590.52405,-79.37881,-23.8303,92.42139,-7.198102
652,594.3044,-93.34639,-11.02626,68.71598,-25.76462
653,617.61755,-114.96724,-17.347412,60.8393,-21.713564
654,642.3929,-129.33319,-30.504799,62.24458,-20.846405
655,619.61707,-106.57477,-13.2165985,73.37722,-40.560234
656,587.8052,-102.7597,-5.8393097,76.73044,-62.46969
657,564.1107,-132.96051,-15.378151,61.850178,-58.387497
658,563.43506,-150.01093,-27.834717,55.202587,-34.566757
659,590.9302,-153.53894,-49.99996,66.9988,-22.41804
660,599.7943,-140.55789,-51.403297,69.434616,-33.465134
661,592.16394,-124.67168,-38.805824,58.134594,-36.849552
662,585.7064,-116.58873,-26.83123,70.21932,-14.299812
663,568.956,-85.986725,-3.6998138,96.32143,-7.9799514
664,555.21826,-62.17532,25.396057,105.17642,-27.588226
665,549.2039,-69.99282,44.38445,104.87408,-25.035542
666,532.0566,-60.619343,48.66252,118.42938,-3.14392
667,499.6693,-41.531418,36.281197,125.87157,4.638962
668,474.30157,-38.389942,38.30637,117.152695,1.4959993
669,470.04333,-34.2898,55.116096,122.99379,-12.99861
670,477.99612,-29.464733,33.03599,124.4162,-22.718117
671,470.86774,-29.195896,1.4525604,96.92136,-13.20074
672,451.1914,-32.885685,13.552872,75.70594,-26.108562
673,447.74512,-46.55993,24.581036,72.33957,-54.875477
674,440.39594,-50.412357,18.267311,79.50507,-56.473534
675,418.18182,-37.678005,29.182125,95.21746,-54.740677
676,416.3919,-32.409073,35.581894,96.709175,-54.528843
677,424.19763,-36.792484,40.89396,90.52314,-33.635803
678,443.6313,-59.1557,60.451164,101.242035,-26.595013
679,463.09924,-82.44715,54.398167,131.10493,-45.266388
680,442.91248,-76.596176,37.80866,146.2108,-48.94527
681,440.03366,-78.12755,43.65355,127.66794,-32.40026
682,480.41083,-96.68528,28.297516,100.77577,-7.1092052
683,491.14453,-90.79221,-10.29335,92.054825,14.219545
684,465.7946,-82.330086,-23.36303,95.70338,8.833082
685,461.365,-102.48177,-8.171928,97.56882,1.042182
686,478.6546,-112.072754,4.8456345,101.787735,5.660429
687,476.65152,-98.24659,20.76284,114.93512,-2.791112
688,470.26263,-89.9648,41.78033,135.73227,-10.792315
689,476.75262,-87.278885,38.007057,135.11577,-21.026989
690,472.39438,-81.42515,20.94622,102.360115,-41.789627
691,459.3249,-95.73499,15.516243,70.895355,-43.854015
692,458.62634,-105.187294,14.636696,56.802395,-51.43736
693,458.63812,-78.84398,24.055958,62.03729,-87.78325
694,471.48383,-73.48911,21.466988,71.90544,-107.33598
695,502.3146,-103.515305,-1.5122681,63.979633,-97.09886
696,496.09167,-106.46799,9.079315,75.76322,-86.754776
697,444.79755,-83.692894,39.110184,102.2295,-100.76665
698,418.8346,-73.07167,39.3761,86.2617,-109.02823
699,406.06403,-74.24541,41.41109,61.173626,-67.81581
700,385.69666,-79.111855,47.913464,70.0385,-26.383114
701,389.43304,-83.02859,27.404648,79.2901,-34.003143
702,402.0442,-79.83455,10.677086,76.367615,-39.240295
703,399.1405,-76.769516,16.61258,76.43844,-18.801651
704,401.5162,-80.69009,27.119602,72.87166,-12.91615
705,416.752,-83.26155,39.72432,58.869884,-24.992014
706,431.4713,-79.226265,30.939804,44.19968,-25.36805
707,462.01526,-86.16131,0.030799866,49.576954,-6.5516076
708,501.84344,-101.21441,-6.365837,73.613434,0.21805
709,522.98914,-117.92513,8.890373,77.59076,-2.6882887
710,519.0613,-137.78763,-12.560509,53.40215,5.9999638
711,497.85443,-132.784,-35.333977,43.03743,3.2868986
712,481.94733,-116.06221,-15.722046,55.363705,-10.523472
713,467.25235,-108.811165,2.8002472,62.802853,-7.655401
714,445.6554,-89.730095,24.292137,70.78015,2.3132162
715,417.6646,-64.08301,42.54988,85.418236,10.706783
716,399.92853,-57.648136,22.011307,88.07746,1.744936
717,396.7644,-74.62465,1.9633026,76.2053,-34.80622
718,398.71246,-98.88285,-1.4386673,78.07576,-53.056503
719,390.28778,-91.9104,-1.6167145,91.76891,-45.351135
720,364.66254,-64.27927,13.906807,94.448975,-44.009705
721,331.4876,-42.996563,34.475056,102.98346,-39.848198
722,315.83725,-44.366356,44.578335,109.361755,-43.646427
723,335.08917,-69.05762,39.90446,76.19564,-76.00612
724,359.83307,-76.69822,31.881916,43.583313,-100.07062
725,354.95502,-63.498047,33.788906,49.12882,-90.68555
726,355.34723,-69.0495,26.595997,60.514645,-68.955795
727,408.60825,-102.30285,-6.9912567,58.820194,-39.842403
728,472.5027,-120.4268,-27.362068,66.7971,-1.6203365
729,470.1708,-93.06211,-22.323433,83.962395,8.611374
730,441.09332,-69.97538,-30.864418,74.32288,-6.4711237
731,431.41248,-65.63488,-24.43332,57.83549,-8.509312
732,409.2723,-40.801674,2.350235,67.84234,-17.04022
733,390.17047,-17.321339,4.056862,73.49362,-43.333595
734,383.2168,-33.85046,15.103043,73.62487,-55.408733
735,376.80743,-62.43851,54.09026,90.08509,-64.17047
736,371.79684,-60.369766,76.65794,100.016396,-93.37927
737,334.35117,-32.76454,67.774765,90.23607,-116.58237
738,298.56863,-22.881527,41.86372,65.42286,-113.82727
739,318.36014,-50.084297,17.767277,44.69846,-108.8721
740,323.92163,-85.02427,10.599716,59.794483,-101.99324
741,290.79303,-93.81473,19.154987,81.013916,-67.91937
742,268.10526,-71.28967,34.832508,79.443855,-42.79193
743,265.89648,-64.793945,23.279484,67.32489,-66.00079
744,283.45865,-79.54672,-7.12307,58.385014,-93.5654
745,328.8132,-84.52251,-13.158951,63.423946,-82.88193
746,359.39883,-75.76139,6.8141174,72.368355,-70.2362
747,345.75272,-51.559715,25.728218,65.92048,-69.1764
748,341.08765,-33.459293,29.838875,60.5426,-46.722946
749,351.8898,-40.359085,16.85968,60.957813,-50.600452
750,359.23975,-50.412533,13.702858,59.66634,-85.59039
751,365.7512,-41.277283,27.315456,50.175854,-69.71279
752,346.54047,-14.381863,38.192017,36.82279,-47.897305
753,319.56668,1.3093596,42.09515,23.718857,-78.20532
754,330.96893,-19.54535,43.90287,8.241174,-98.32062
755,337.98663,-28.378922,21.113792,10.235358,-85.14461
756,316.6159,1.3789339,-19.138977,28.554504,-64.98863
757,322.28827,1.6323843,-24.648499,33.054165,-45.143948
758,346.7888,-37.076824,11.232193,42.478386,-28.786808
759,350.94687,-63.99195,47.30179,66.68349,-1.7911253
760,334.19427,-62.291836,78.31287,70.68733,12.276312
761,319.69553,-59.35877,90.03233,56.51079,-26.015133
762,333.0456,-80.90184,57.54972,38.8266,-49.690777
763,328.03726,-79.45661,28.38673,23.282719,-24.974117
764,290.90735,-46.970432,26.516476,25.648216,-23.16999
765,262.39935,-34.45619,35.51079,45.26348,-24.704449
766,242.66872,-33.59282,59.548027,53.30148,-14.395667
767,254.73544,-35.109272,54.227917,58.90424,-14.653209
768,281.67502,-48.246517,26.544868,62.023403,-18.756983
769,281.96338,-39.377827,52.22933,58.711452,-31.333967
770,293.7409,-21.192562,95.77651,73.279884,-52.02196
771,343.64163,-33.686546,71.66825,92.86849,-51.74801
772,370.54236,-52.699173,24.110348,83.209114,-42.94683
773,348.02313,-48.364006,15.827564,59.65993,-47.211964
774,331.6531,-50.806393,8.92617,52.53697,-31.377121
775,328.108,-72.06004,0.7427139,55.760197,-0.5866108
