,coords,areas,subjs,regions
1286,[ 58.10282588  -1.31363562 -17.91903602],['MTG' 'MTG'],OS61,MTG
1287,[ 18.59671383   1.64349029 -16.0293069 ],['EC' 'EC'],OS61,EC
1288,[ 22.04380577   2.24875881 -15.99456252],['AMY' 'AMY'],OS61,AMY
1289,[ 25.49089771   2.85402734 -15.95981814],['AMY' 'AMY'],OS61,AMY
1290,[ 28.93798965   3.45929587 -15.92507375],['AMY' 'AMY'],OS61,AMY
1291,[ 39.27926547   5.27510145 -15.8208406 ],['INS' 'INS'],OS61,INS
1292,[35.61676112  4.04981249 11.83973128],['INS' 'INS'],OS61,INS
1293,[39.11517416  4.15478364 11.84906957],['INS' 'INS'],OS61,INS
1294,[42.61358722  4.25975479 11.85840785],['IFG' 'IFG'],OS61,VLPFC
1295,[46.11200026  4.36472595 11.86774613],['MC' 'MC'],OS61,N
1296,[49.61041331  4.4696971  11.87708441],['MC' 'MC'],OS61,N
1297,[53.10882635  4.57466825 11.88642269],['MC' 'MC'],OS61,N
1298,[ 5.77233378 29.65537035 -7.28368266],['OFC' 'OFC'],OS61,OFC
1299,[ 9.26726836 29.76391892 -7.12989875],['OFC' 'OFC'],OS61,OFC
1300,[12.76220294 29.87246749 -6.97611483],['OFC' 'OFC'],OS61,OFC
1301,[16.25713752 29.98101605 -6.82233092],['OFC' 'OFC'],OS61,OFC
1302,[19.7520721  30.08956462 -6.668547  ],['OFC' 'OFC'],OS61,OFC
1303,[23.24700668 30.19811318 -6.51476309],['OFC' 'OFC'],OS61,OFC
1304,[26.74194126 30.30666174 -6.36097918],['OFC' 'OFC'],OS61,OFC
1305,[30.23687583 30.41521032 -6.20719526],['OFC' 'OFC'],OS61,OFC
1306,[33.73181041 30.52375888 -6.05341135],['OFC' 'OFC'],OS61,OFC
1307,[37.22674499 30.63230744 -5.89962744],['OFC' 'OFC'],OS61,OFC
1308,[40.72167957 30.74085601 -5.74584352],['OFC' 'OFC'],OS61,OFC
1309,[29.22162568 23.22490297 13.35135951],['INS' 'INS'],OS61,INS
1310,[32.7202955  23.23165811 13.25511057],['INS' 'INS'],OS61,INS
1311,[36.21896532 23.23841324 13.15886163],['IFG' 'IFG'],OS61,VLPFC
1312,[39.71763514 23.24516837 13.0626127 ],['IFG' 'IFG'],OS61,VLPFC
1313,[43.21630496 23.25192351 12.96636376],['IFG' 'IFG'],OS61,VLPFC
1314,[46.71497478 23.25867864 12.87011482],['IFG' 'IFG'],OS61,VLPFC
1315,[50.2136446  23.26543378 12.77386588],['IFG' 'IFG'],OS61,VLPFC
1316,[-14.31089933  -7.16941102 -20.92787946],['EC' 'EC'],BJH041,EC
1317,[-18.14100283  -6.86417502 -20.62526646],['AMY' 'AMY'],BJH041,AMY
1318,[-21.93556983  -6.56788252 -20.90035246],['AMY' 'AMY'],BJH041,AMY
1319,[-25.73013683  -6.27159002 -21.17543846],['AMY' 'AMY'],BJH041,AMY
1320,[-29.56024033  -5.96635402 -20.87282546],['AMY' 'AMY'],BJH041,AMY
1321,[-41.00005283  -6.09693302 -21.18267246],['INS' 'INS'],BJH041,INS
1322,[-44.79461983  -5.80064052 -21.45775846],['STS' 'STS'],BJH041,STS
1323,[-30.51601483 -30.53168852 -14.85765046],['HPC' 'HPC'],BJH041,HPC
1324,[-35.42560633 -31.69334102 -15.30476446],['HPC' 'HPC'],BJH041,HPC
1325,[-40.87727883 -32.81266602 -15.79117646],['PHG' 'PHG'],BJH041,PHC
1326,[-45.76162133 -34.49746202 -16.84713346],['FUG' 'FUG'],BJH041,VS
1327,[-13.34556433 -41.04994352  -5.45592346],['PCC' 'PCC'],BJH041,PCC
1328,[-16.53726483 -41.32806552  -6.87825346],['PCC' 'PCC'],BJH041,PCC
1329,[-19.77478933 -42.11144402  -7.75402846],['PCC' 'PCC'],BJH041,PCC
1330,[-23.55439483 -42.85249502  -8.66910146],['HPC' 'HPC'],BJH041,HPC
1331,[-27.29846383 -43.60248952 -10.16187346],['PHG' 'PHG'],BJH041,PHC
1332,[-30.53598833 -44.38586802 -11.03764846],['PHG' 'PHG'],BJH041,PHC
1333,[-34.31559383 -45.12691902 -11.95272146],['PHG' 'PHG'],BJH041,PHC
1334,[ -4.81588083  13.22899548 -16.67211346],['OFC' 'OFC'],BJH041,OFC
1335,[ -8.11886483  14.52924748 -15.69021546],['OFC' 'OFC'],BJH041,OFC
1336,[-11.38631233  15.82055598 -15.28601646],['OFC' 'OFC'],BJH041,OFC
1337,[-14.65375983  17.11186448 -14.88181746],['OFC' 'OFC'],BJH041,OFC
1338,[-36.49784183  25.04691248 -11.45841746],['IFG' 'IFG'],BJH041,VLPFC
1339,[-39.80082583  26.34716448 -10.47651946],['IFG' 'IFG'],BJH041,VLPFC
1340,[-43.64589083  27.68974398  -9.53391946],['IFG' 'IFG'],BJH041,VLPFC
1341,[-47.45541933  29.02337998  -9.16901846],['IFG' 'IFG'],BJH041,VLPFC
1342,[-50.72286683  30.31468848  -8.76481946],['IFG' 'IFG'],BJH041,VLPFC
1343,[-34.26097633   4.37698698  -2.64750646],['CLAUS' 'CLAUS'],BJH041,N
1344,[-37.12381483   4.11019848  -0.56434446],['INS' 'INS'],BJH041,INS
1345,[-39.98665333   3.84340998   1.51881754],['INS' 'INS'],BJH041,INS
1346,[-43.42710933   3.62789248   4.14038054],['preCG' 'preCG'],BJH041,M1
1347,[-46.31519683   3.88424748   6.83238554],['preCG' 'preCG'],BJH041,M1
1348,[-28.26633833  -3.80063952  47.20436954],['preCG' 'preCG'],BJH041,M1
1349,[-32.05061783  -2.99014702  46.96042754],['preCG' 'preCG'],BJH041,M1
1350,[-51.56148483  -9.83009952  33.45411754],['postCG' 'postCG'],BJH041,S1
1351,[-55.89813283  -9.49147952  33.13973354],['postCG' 'postCG'],BJH041,S1
1352,[-25.17377833 -13.83334802  46.27072254],['preCG' 'preCG'],BJH041,M1
1353,[-29.51042633 -13.49472802  45.95633854],['preCG' 'preCG'],BJH041,M1
1354,[-33.26945683 -13.20737902  45.10355354],['preCG' 'preCG'],BJH041,M1
1355,[-36.55747933 -12.94447052  45.44546454],['preCG' 'preCG'],BJH041,M1
1356,[-55.54527583 -10.42566452  44.71002154],['preCG' 'preCG'],BJH041,M1
1357,[-51.57741333 -18.84599852  56.69707854],['postCG' 'postCG'],BJH041,S1
1358,[-55.12510383 -25.84688452  49.63128754],['postCG' 'postCG'],BJH041,S1
1359,[-58.95520733 -25.54164852  49.93390054],['postCG' 'postCG'],BJH041,S1
1360,[ -7.02572033 -11.53751652   9.53138254],['THAL' 'THAL'],BJH041,THAL
1361,[-10.85582383 -11.23228052   9.83399554],['THAL' 'THAL'],BJH041,THAL
1362,[-26.11545233 -10.54342352   9.85790554],['PUT' 'PUT'],BJH041,N
1363,[-29.92030683 -10.76133102   9.55167554],['PUT' 'PUT'],BJH041,N
1364,[-33.75041033 -10.45609502   9.85428854],['PUT' 'PUT'],BJH041,N
1365,[-37.58051383 -10.15085902  10.15690154],['INS' 'INS'],BJH041,INS
1366,[-41.37508083  -9.85456652   9.88181554],['INS' 'INS'],BJH041,INS
1367,[-45.16964783  -9.55827402   9.60672954],['postCG' 'postCG'],BJH041,S1
1368,[-48.99975133  -9.25303802   9.90934254],['postCG' 'postCG'],BJH041,S1
1369,[-52.84014233  -9.46200202  10.18081154],['postCG' 'postCG'],BJH041,S1
1370,[-56.64499683  -9.67990952   9.87458154],['postCG' 'postCG'],BJH041,S1
1371,[-60.43956383  -9.38361702   9.59949554],['postCG' 'postCG'],BJH041,S1
1372,[-20.41550693  -3.79831496 -18.19882927],['AMY' 'AMY'],BJH046,AMY
1373,[-24.49139043  -4.45094042 -18.13045127],['AMY' 'AMY'],BJH046,AMY
1374,[-28.56142543  -5.18312039 -18.67429274],['AMY' 'AMY'],BJH046,AMY
1375,[-32.63146043  -5.91530035 -19.2181342 ],['AMY' 'AMY'],BJH046,AMY
1376,[-36.70368593  -6.02487135 -19.2234507 ],['AMY' 'AMY'],BJH046,AMY
1377,[-48.91598143  -7.59880228 -20.31645013],['STG' 'STG'],BJH046,STG
1378,[-52.99186493  -8.25142775 -20.24807214],['STS' 'STS'],BJH046,STS
1379,[-57.06189993  -8.98360772 -20.7919136 ],['STS' 'STS'],BJH046,STS
1380,[-61.12827693  -9.17273321 -21.40944956],['MTG' 'MTG'],BJH046,MTG
1381,[-30.88332893 -13.02143095 -23.22927744],['HPC' 'HPC'],BJH046,HPC
1382,[-36.13367943 -15.33452581 -22.94133495],['HPC' 'HPC'],BJH046,HPC
1383,[-41.38402993 -17.64762067 -22.65339245],['HPC' 'HPC'],BJH046,HPC
1384,[-57.70951193 -23.51644935 -21.93771347],['MTG' 'MTG'],BJH046,MTG
1385,[-62.96352043 -26.37259869 -21.57607649],['MTG' 'MTG'],BJH046,MTG
1386,[ -7.28544142 -17.82062205  -1.27725872],['THAL' 'THAL'],BJH046,THAL
1387,[-11.36864092 -19.55935644  -1.06149172],['THAL' 'THAL'],BJH046,THAL
1388,[-46.36779441 -31.66401677   2.27718112],['A1' 'A1'],BJH046,A1
1389,[-49.86558941 -32.84404371   2.42001312],['A1' 'A1'],BJH046,A1
1390,[-53.93928241 -34.11927814   1.94986615],['A1' 'A1'],BJH046,A1
1391,[-58.02467241 -35.23540357   2.70415811],['STG' 'STG'],BJH046,STG
1392,[-61.53197391 -36.87893047   3.53290407],['STG' 'STG'],BJH046,STG
1393,[-65.61517341 -38.61766488   3.74867106],['STG' 'STG'],BJH046,STG
1394,[ -6.20044445  37.00205111 -21.79733572],['OFC' 'OFC'],BJH046,OFC
1395,[-10.27486044  37.51508908 -21.26412726],['OFC' 'OFC'],BJH046,OFC
1396,[-14.35293444  37.48507258 -20.65722429],['OFC' 'OFC'],BJH046,OFC
1397,[-18.42735044  37.99811055 -20.12401583],['OFC' 'OFC'],BJH046,OFC
1398,[-22.50176644  38.51114851 -19.59080736],['OFC' 'OFC'],BJH046,OFC
1399,[-38.23084844  39.57239893 -16.69760554],['OFC' 'OFC'],BJH046,OFC
1400,[-42.30892244  39.54238242 -16.09070258],['IFG' 'IFG'],BJH046,VLPFC
1401,[-46.38699644  39.51236592 -15.48379962],['IFG' 'IFG'],BJH046,VLPFC
1402,[-21.44365394  16.26339434 -20.92704469],['OFC' 'OFC'],BJH046,OFC
1403,[-24.95752694  16.48769432 -18.48272384],['OFC' 'OFC'],BJH046,OFC
1404,[-27.88599544  17.27070178 -16.11133798],['OFC' 'OFC'],BJH046,OFC
1405,[-30.82031244  18.13326373 -13.12773267],['OFC' 'OFC'],BJH046,OFC
1406,[-34.34003393  18.43711822 -10.07119235],['INS' 'INS'],BJH046,INS
1407,[-37.85390693  18.66141821  -7.6268715 ],['INS' 'INS'],BJH046,INS
1408,[-40.78237543  19.44442567  -5.25548564],['INS' 'INS'],BJH046,INS
1409,[-43.71084393  20.22743313  -2.88409979],['INS' 'INS'],BJH046,INS
1410,[-47.22105893  20.99478758  -0.51347343],['IFG' 'IFG'],BJH046,VLPFC
1411,[-50.73127393  21.76214204   1.85715292],['IFG' 'IFG'],BJH046,VLPFC
1412,[-54.24514693  21.98644202   4.30147378],['IFG' 'IFG'],BJH046,VLPFC
1413,[-1.49205041 -6.07318521  7.12565224],['THAL' 'THAL'],BJH046,THAL
1414,[-5.56061791 -5.63970174  7.04664124],['THAL' 'THAL'],BJH046,THAL
1415,[-9.62552742 -4.66316381  6.89393574],['THAL' 'THAL'],BJH046,THAL
1416,[-25.89248142  -1.843121     6.43050276],['PAL' 'PAL'],BJH046,N
1417,[-29.95739092  -0.86658307   6.27779726],['PAL' 'PAL'],BJH046,N
1418,[-33.44421192  -0.4174466    6.19954576],['PAL' 'PAL'],BJH046,N
1419,[-37.50693092  -0.06351763   5.5083153 ],['INS' 'INS'],BJH046,INS
1420,[-41.56599192   0.83346581   4.74339034],['INS' 'INS'],BJH046,INS
1421,[-45.63090142   1.81000374   4.59068485],['INS' 'INS'],BJH046,INS
1422,[-49.69946892   2.24348721   4.51167385],['FOP' 'FOP'],BJH046,VLPFC
1423,[-53.76803642   2.67697068   4.43266285],['FOP' 'FOP'],BJH046,VLPFC
1424,[ 8.79415006 49.26625347 -2.8271529 ],['OFC' 'OFC'],BJH046,OFC
1425,[ 4.72192456 49.15668247 -2.8324694 ],['OFC' 'OFC'],BJH046,OFC
1426,[ 0.64019256 48.5836115  -2.15187194],['OFC' 'OFC'],BJH046,OFC
1427,[-3.44153944 48.01054053 -1.47127448],['OFC' 'OFC'],BJH046,OFC
1428,[-7.51961343 47.98052403 -0.86437152],['ACC' 'ACC'],BJH046,ACC
1429,[-11.59768743  47.95050753  -0.25746855],['ACC' 'ACC'],BJH046,ACC
1430,[-6.22556041 27.48820236 32.45291308],['ACC' 'ACC'],BJH046,ACC
1431,[-10.28827941  27.84213134  31.76168262],['ACC' 'ACC'],BJH046,ACC
1432,[-30.60772291  29.69133068  28.91774978],['MFG' 'MFG'],BJH046,DLPFC
1433,[-34.67044191  30.04525965  28.22651932],['MFG' 'MFG'],BJH046,DLPFC
1434,[-38.73316091  30.39918862  27.53528886],['MFG' 'MFG'],BJH046,DLPFC
1435,[-42.79587991  30.75311759  26.8440584 ],['MFG' 'MFG'],BJH046,DLPFC
1436,[-46.27685241  31.12269956  26.15358744],['MFG' 'MFG'],BJH046,DLPFC
1437,[-5.1820154  17.29485499 38.82607775],['ACC' 'ACC'],BJH046,ACC
1438,[-9.2578989  16.64222953 38.89445575],['ACC' 'ACC'],BJH046,ACC
1439,[-29.6548619   13.61776569  41.07300413],['SFG' 'SFG'],BJH046,premotor
1440,[-33.7402519   12.50164025  41.82729609],['MFG' 'MFG'],BJH046,DLPFC
1441,[-37.8161354   11.84901478  41.89567408],['MFG' 'MFG'],BJH046,DLPFC
1442,[-41.8942094   11.81899827  42.50257705],['MFG' 'MFG'],BJH046,DLPFC
1443,[-45.9759414   11.24592731  43.18317451],['MFG' 'MFG'],BJH046,DLPFC
1444,[-12.28883439  -7.26470455  38.38620488],['MCC' 'MCC'],BJH046,ACC
1445,[-40.82367689 -12.37613729  38.93854536],['preCG' 'preCG'],BJH046,M1
1446,[-44.31196539 -13.09266426  38.39546339],['preCG' 'preCG'],BJH046,M1
1447,[-48.38200039 -13.82484422  37.85162193],['preCG' 'preCG'],BJH046,M1
1448,[-52.46373239 -14.39791519  38.53221939],['preCG' 'preCG'],BJH046,M1
1449,[-56.53961589 -15.05054066  38.60059739],['preCG' 'preCG'],BJH046,M1
1450,[-60.60965089 -15.78272062  38.05675592],['postCG' 'postCG'],BJH046,S1
1451,[ -6.63304439 -29.21429872  42.63971322],['PCC' 'PCC'],BJH046,PCC
1452,[-10.69942139 -29.40342422  42.02217726],['PCC' 'PCC'],BJH046,PCC
1453,[-14.76579839 -29.59254971  41.40464129],['PCC' 'PCC'],BJH046,PCC
1454,[-35.12107739 -30.2199592   40.76583933],['postCG' 'postCG'],BJH046,S1
1455,[-39.18745439 -30.4090847   40.14830337],['postCG' 'postCG'],BJH046,S1
1456,[-43.25967989 -30.5186557   40.14298687],['postCG' 'postCG'],BJH046,S1
1457,[-47.33190539 -30.6282267   40.13767037],['postCG' 'postCG'],BJH046,S1
1458,[-51.40413089 -30.7377977   40.13235387],['postCG' 'postCG'],BJH046,S1
1459,[-55.47635639 -30.8473687   40.12703737],['postCG' 'postCG'],BJH046,S1
1460,[-59.54858189 -30.9569397   40.12172087],['SMG' 'SMG'],BJH046,parietal
1461,[-5.88983343 60.26865286 16.79020938],['SFG' 'SFG'],BJH046,premotor
1462,[-9.96205893 60.15908186 16.78489288],['SFG' 'SFG'],BJH046,premotor
1463,[-14.03794243  59.50645639  16.85327088],['SFG' 'SFG'],BJH046,premotor
1464,[-18.11382593  58.85383092  16.92164888],['SFG' 'SFG'],BJH046,premotor
1465,[-22.18605143  58.74425992  16.91633238],['MFG' 'MFG'],BJH046,DLPFC
1466,[-26.25827693  58.63468892  16.91101588],['MFG' 'MFG'],BJH046,DLPFC
1467,[-30.32465393  58.44556343  16.29347991],['MFG' 'MFG'],BJH046,DLPFC
1468,[-34.39468893  57.71338346  15.74963845],['MFG' 'MFG'],BJH046,DLPFC
1469,[-6.81674891 41.23567407 40.55269155],['SFG' 'SFG'],BJH046,premotor
1470,[-10.88312591  41.04654858  39.93515558],['SFG' 'SFG'],BJH046,premotor
1471,[-14.94950291  40.85742308  39.31761962],['SFG' 'SFG'],BJH046,premotor
1472,[-19.01587991  40.66829758  38.70008366],['SFG' 'SFG'],BJH046,premotor
1473,[-23.07640841  40.39961759  37.47032823],['SFG' 'SFG'],BJH046,premotor
1474,[-26.56103891  40.22614509  36.85355177],['SFG' 'SFG'],BJH046,premotor
1475,[-30.62741591  40.03701959  36.23601581],['SFG' 'SFG'],BJH046,premotor
1476,[-34.69379291  39.84789409  35.61847984],['MFG' 'MFG'],BJH046,DLPFC
1477,[-38.75651191  40.20182306  34.92724938],['MFG' 'MFG'],BJH046,DLPFC
1478,[ 4.7610991  29.2833178  39.74028265],['SFG' 'SFG'],BJH046,premotor
1479,[ 0.6830251  29.25330129 40.34718561],['SFG' 'SFG'],BJH046,premotor
1480,[-3.4008974  29.30283929 41.56630803],['SFG' 'SFG'],BJH046,premotor
1481,[-7.4789714  29.27282279 42.173211  ],['SFG' 'SFG'],BJH046,premotor
1482,[-11.5511969   29.16325179  42.1678945 ],['SFG' 'SFG'],BJH046,premotor
1483,[-15.6234224   29.05368079  42.162578  ],['SFG' 'SFG'],BJH046,premotor
1484,[-19.7014964   29.02366428  42.76948096],['SFG' 'SFG'],BJH046,premotor
1485,[-23.7795704   28.99364778  43.37638393],['SFG' 'SFG'],BJH046,premotor
1486,[-27.8576444   28.96363128  43.98328689],['MFG' 'MFG'],BJH046,DLPFC
1487,[-6.57876839  9.17304004 57.36689918],['SFG' 'SFG'],BJH046,premotor
1488,[-10.65099389   9.06346904  57.36158268],['SFG' 'SFG'],BJH046,premotor
1489,[-14.72321939   8.95389804  57.35626618],['SFG' 'SFG'],BJH046,premotor
1490,[-18.79910289   8.30127257  57.42464418],['SFG' 'SFG'],BJH046,premotor
1491,[-22.87498639   7.64864711  57.49302218],['SFG' 'SFG'],BJH046,premotor
1492,[-26.94721189   7.53907611  57.48770568],['SFG' 'SFG'],BJH046,premotor
1493,[-31.01943739   7.42950511  57.48238918],['MFG' 'MFG'],BJH046,DLPFC
1494,[-35.09166289   7.31993411  57.47707268],['MFG' 'MFG'],BJH046,DLPFC
1495,[-39.16388839   7.21036311  57.47175618],['MFG' 'MFG'],BJH046,DLPFC
1496,[-7.27025488 -7.13424698 59.57697462],['SMA' 'SMA'],BJH046,premotor
1497,[-11.34248038  -7.24381798  59.57165812],['SMA' 'SMA'],BJH046,premotor
1498,[-15.41836388  -7.89644345  59.64003612],['SMA' 'SMA'],BJH046,premotor
1499,[-19.49424738  -8.54906891  59.70841411],['SFG' 'SFG'],BJH046,premotor
1500,[-23.57013088  -9.20169438  59.77679211],['SFG' 'SFG'],BJH046,premotor
1501,[-27.64601438  -9.85431985  59.84517011],['preCG' 'preCG'],BJH046,M1
1502,[-31.71604938 -10.58649981  59.30132864],['preCG' 'preCG'],BJH046,M1
1503,[-35.78608438 -11.31867978  58.75748718],['preCG' 'preCG'],BJH046,M1
1504,[-39.85830988 -11.42825078  58.75217068],['preCG' 'preCG'],BJH046,M1
1505,[-43.93419338 -12.08087625  58.82054867],['preCG' 'preCG'],BJH046,M1
1506,[-48.01007688 -12.73350171  58.88892667],['preCG' 'preCG'],BJH046,M1
1507,[ -8.48500288 -24.25273197  55.66409592],['SMA' 'SMA'],BJH046,premotor
1508,[-24.78194388 -23.98885251  56.79357435],['preCG' 'preCG'],BJH046,M1
1509,[-28.85051138 -23.55536904  56.71456335],['postCG' 'postCG'],BJH046,S1
1510,[-32.93224338 -24.12844001  57.39516081],['postCG' 'postCG'],BJH046,S1
1511,[-37.01031738 -24.15845652  58.00206378],['postCG' 'postCG'],BJH046,S1
1512,[-41.08254288 -24.26802751  57.99674728],['postCG' 'postCG'],BJH046,S1
1513,[-45.15842638 -24.92065298  58.06512528],['postCG' 'postCG'],BJH046,S1
1514,[-49.23065188 -25.03022398  58.05980878],['postCG' 'postCG'],BJH046,S1
1515,[ 7.6580701  15.29406712 33.55389507],['MCC' 'MCC'],BJH046,ACC
1516,[11.7185986  15.56274712 34.7836505 ],['MCC' 'MCC'],BJH046,ACC
1517,[39.5795646  18.35485402 42.01935107],['MFG' 'MFG'],BJH046,DLPFC
1518,[43.0583466  18.60788101 43.24834699],['MFG' 'MFG'],BJH046,DLPFC
1519,[  6.65652712 -15.76566444  58.32543673],['SMA' 'SMA'],BJH046,premotor
1520,[ 22.95055462 -13.61866254  58.73783871],['preCG' 'preCG'],BJH046,M1
1521,[ 27.02058962 -12.88648258  59.28168017],['preCG' 'preCG'],BJH046,M1
1522,[ 31.09647312 -12.23385711  59.21330217],['preCG' 'preCG'],BJH046,M1
1523,[ 35.17235662 -11.58123165  59.14492417],['preCG' 'preCG'],BJH046,M1
1524,[ 39.24458212 -11.47166065  59.15024067],['preCG' 'preCG'],BJH046,M1
1525,[-21.64666869  -7.18956348 -14.18199391],['AMY' 'AMY'],BJH056,AMY
1526,[-25.43238119  -6.82691751 -14.3010399 ],['AMY' 'AMY'],BJH056,AMY
1527,[-29.21809369  -6.46427154 -14.42008589],['AMY' 'AMY'],BJH056,AMY
1528,[-40.59260719  -6.79800354 -14.32321289],['INS' 'INS'],BJH056,INS
1529,[-44.40602019  -6.70030555 -13.73419693],['STG' 'STG'],BJH056,STG
1530,[-48.21943319  -6.60260756 -13.14518096],['STG' 'STG'],BJH056,STG
1531,[-52.01093769  -6.71385156 -13.11288996],['STS' 'STS'],BJH056,STS
1532,[-55.80244219  -6.82509556 -13.08059896],['STS' 'STS'],BJH056,STS
1533,[-59.59394669  -6.93633956 -13.04830796],['MTG' 'MTG'],BJH056,MTG
1534,[-63.38545119  -7.04758356 -13.01601696],['MTG' 'MTG'],BJH056,MTG
1535,[-38.3202692  -14.09265111 -16.97942071],['FUG' 'FUG'],BJH056,VS
1536,[-57.3216087  -14.23098713 -15.70451577],['ITS' 'ITS'],BJH056,VS
1537,[-61.11890519 -14.8161211  -15.52088778],['MTG' 'MTG'],BJH056,MTG
1538,[-64.91620169 -15.40125507 -15.33725979],['MTG' 'MTG'],BJH056,MTG
1539,[-44.8152102  -33.90670392 -16.89184563],['FUG' 'FUG'],BJH056,VS
1540,[-49.6358602  -35.62433783 -18.21782954],['FUG' 'FUG'],BJH056,VS
1541,[-54.47841871 -37.13302975 -18.98708848],['ITG' 'ITG'],BJH056,VS
1542,[-59.86262071 -38.65761368 -19.75173443],['ITG' 'ITG'],BJH056,VS
1543,[-27.63088275   1.04125192 -41.13109335],['TP' 'TP'],BJH056,TP
1544,[-30.95226125   1.09883592 -39.28190345],['TP' 'TP'],BJH056,TP
1545,[-34.80949124   1.61441789 -37.57943756],['TP' 'TP'],BJH056,TP
1546,[-38.64481274   1.92105786 -36.43369662],['TP' 'TP'],BJH056,TP
1547,[-41.94428274   1.76969987 -35.1412317 ],['TP' 'TP'],BJH056,TP
1548,[-45.26566123   1.82728387 -33.29204181],['TP' 'TP'],BJH056,TP
1549,[-49.12289123   2.34286584 -31.58957591],['TP' 'TP'],BJH056,TP
1550,[-52.95821273   2.64950581 -30.44383498],['TP' 'TP'],BJH056,TP
1551,[-56.25189072   2.97203779 -29.30270704],['TP' 'TP'],BJH056,TP
1552,[-40.02953222  -4.76026771 -28.68988005],['ITS' 'ITS'],BJH056,VS
1553,[-43.81524472  -4.39762174 -28.80892605],['ITS' 'ITS'],BJH056,VS
1554,[-47.60095722  -4.03497577 -28.92797204],['ITS' 'ITS'],BJH056,VS
1555,[-51.39246172  -4.14621977 -28.89568104],['ITS' 'ITS'],BJH056,VS
1556,[-39.77169671 -27.96498429 -21.27898039],['FUG' 'FUG'],BJH056,VS
1557,[-43.56899321 -28.55011826 -21.0953524 ],['FUG' 'FUG'],BJH056,VS
1558,[-46.82464621 -29.11936023 -20.91633741],['ITG' 'ITG'],BJH056,VS
1559,[-50.62773471 -30.17838417 -20.58137242],['ITG' 'ITG'],BJH056,VS
1560,[-54.43082321 -31.23740811 -20.24640743],['ITG' 'ITG'],BJH056,VS
1561,[-58.25582021 -32.08749007 -19.35471748],['ITG' 'ITG'],BJH056,VS
1562,[-62.07502521 -32.46368205 -18.61436452],['ITG' 'ITG'],BJH056,VS
1563,[-29.90679918   5.50493975 -10.76151316],['INS' 'INS'],BJH056,INS
1564,[-33.69830368   5.39369575 -10.72922216],['INS' 'INS'],BJH056,INS
1565,[-37.49560018   4.80856178 -10.54559417],['INS' 'INS'],BJH056,INS
1566,[-41.29289668   4.22342781 -10.36196617],['INS' 'INS'],BJH056,INS
1567,[-45.06249268   3.90324182 -10.88640014],['STG' 'STG'],BJH056,STG
1568,[-48.83208868   3.58305583 -11.4108341 ],['STG' 'STG'],BJH056,STG
1569,[-52.62359318   3.47181183 -11.3785431 ],['STG' 'STG'],BJH056,STG
1570,[-56.41509768   3.36056783 -11.3462521 ],['STG' 'STG'],BJH056,STG
1571,[-60.20660218   3.24932383 -11.3139611 ],['MTG' 'MTG'],BJH056,MTG
1572,[-9.06426863 -7.17354538 10.13902065],['THAL' 'THAL'],BJH056,THAL
1573,[-12.81195614  -7.70267335   9.05786172],['THAL' 'THAL'],BJH056,THAL
1574,[-16.58155214  -8.02285934   8.53342775],['THAL' 'THAL'],BJH056,THAL
1575,[-20.35694014  -8.8169353    8.16033078],['PAL' 'PAL'],BJH056,N
1576,[-24.13232814  -9.61101126   7.78723381],['PUT' 'PUT'],BJH056,N
1577,[-27.36028064  -9.91530525   7.25818684],['PUT' 'PUT'],BJH056,N
1578,[-31.10796814 -10.44443323   6.17702791],['PUT' 'PUT'],BJH056,N
1579,[-34.87756414 -10.76461922   5.65259394],['CLAUS' 'CLAUS'],BJH056,N
1580,[-38.64716015 -11.08480521   5.12815998],['INS' 'INS'],BJH056,INS
1581,[-42.41675615 -11.4049912    4.60372601],['INS' 'INS'],BJH056,INS
1582,[-46.18635215 -11.72517719   4.07929204],['INS' 'INS'],BJH056,INS
1583,[-49.93403965 -12.25430517   2.99813311],['STG' 'STG'],BJH056,STG
1584,[-53.70363565 -12.57449116   2.47369915],['STG' 'STG'],BJH056,STG
1585,[-57.47323165 -12.89467715   1.94926518],['STG' 'STG'],BJH056,STG
1586,[-60.70118416 -13.19897114   1.42021821],['STG' 'STG'],BJH056,STG
1587,[-64.47657216 -13.9930471    1.04712124],['STG' 'STG'],BJH056,STG
1588,[-68.23005166 -14.99606505   0.1172993 ],['STG' 'STG'],BJH056,STG
1589,[-5.7358586  29.10195049 21.62533382],['ACC' 'ACC'],BJH056,ACC
1590,[-9.5215711  29.46459646 21.50628783],['ACC' 'ACC'],BJH056,ACC
1591,[-31.7553956   30.65257835  22.35485978],['MFG' 'MFG'],BJH056,DLPFC
1592,[-35.5469001   30.54133435  22.38715078],['MFG' 'MFG'],BJH056,DLPFC
1593,[-39.3326126   30.90398032  22.26810479],['MFG' 'MFG'],BJH056,DLPFC
1594,[-43.1183251   31.26662629  22.1490588 ],['MFG' 'MFG'],BJH056,DLPFC
1595,[-46.9098296   31.15538229  22.1813498 ],['MFG' 'MFG'],BJH056,DLPFC
1596,[-50.7013341   31.04413829  22.2136408 ],['MFG' 'MFG'],BJH056,DLPFC
1597,[ -7.8436817   16.63728709 -21.1561066 ],['OFC' 'OFC'],BJH056,OFC
1598,[-11.1315677   17.43370904 -20.16631566],['OFC' 'OFC'],BJH056,OFC
1599,[-14.4413622   18.43907297 -18.61979975],['OFC' 'OFC'],BJH056,OFC
